Target Scanner Beacons:
(-560, 557, -340)
(-507, 549, -465)
(-814, -581, -568)
(474, -426, -609)
(-780, -690, -466)
(-399, 524, -416)
(429, 744, -686)

Scanner Beacons posY, 2:
(925, 657, -579)
(510, -396, 785)
(396, -487, -471)
(732, 786, 877)
(785, 778, 752)
(573, -521, -414)
(478, -352, 649)
(529, -469, -410)
(512, -461, 751)
(909, 806, -482)
(893, 753, 801)
(873, 753, -622)

Scanner Beacons posY, 2:
(-245, 702, -656)
(47, 462, -43)
(-660, -351, 708)
(-774, -442, -548)
(698, -164, 562)
(737, -62, 524)
(-438, 831, 800)
(93, 271, -133)
(-385, 823, 675)
(-597, -476, -491)
(881, -271, -772)
(945, -190, -897)
(-692, -307, 572)
(-641, -424, -487)
(596, -152, 531)
(-658, -416, 674)
(-261, 851, -559)
(952, -175, -688)
(-277, 798, 724)
(-297, 798, -699)

Scanner Beacons posY, 2:
(266, 964, -796)
(473, 943, -852)
(-831, -519, -524)
(527, -332, -670)
(566, -230, -708)
(-609, 663, -432)
(-556, 655, -557)
(-863, -475, -660)
(425, -320, -701)
(-829, -584, -558)
(-448, 630, -508)
(380, 850, -778)

Scanner Beacons posY, 2:
(-288, 450, -28)
(4, 210, 585)
(-817, -694, 80)
(50, 19, 495)
(-640, -728, 137)
(838, -523, -144)
(902, -442, -269)
(788, 904, -48)
(-684, -676, 141)
(782, 888, -58)
(-304, 599, 69)
(909, -427, -60)
(-340, 546, -71)
(676, 937, -150)

Scanner Beacons posY, 2:
(-340, 494, -24)
(-48, 254, 589)
(-869, -650, 84)
(-2, 63, 499)
(-692, -684, 141)
(786, -479, -140)
(850, -398, -265)
(736, 948, -44)
(-736, -632, 145)
(730, 932, -54)
(-356, 643, 73)
(857, -383, -56)
(-392, 590, -67)
(624, 981, -146)

Scanner Beacons posY, 2:
(-880, 580, 856)
(-673, 559, 800)
(-619, -716, 982)
(-580, -614, 944)
(-436, -823, -352)
(-372, -742, -477)
(-486, 604, -256)
(-492, 588, -266)
(-721, -704, 951)
(-365, -727, -268)
(-766, 466, 874)
(-598, 637, -358)

Scanner Beacons posY, 2:
(-708, 591, -999)
(-416, 351, -386)
(181, 1000, 37)
(235, -275, 219)
(274, -173, 181)
(-901, 720, 457)
(-370, 160, -476)
(-848, 712, 332)
(133, -263, 188)
(-724, 740, -902)
(-740, 687, 381)
(88, 907, 111)

Scanner Beacons posY, 2:
(-468, 299, -386)
(214, 729, 706)
(-176, 59, 227)
(421, 708, 650)
(-883, -754, 978)
(-997, -845, -278)
(475, -567, 832)
(514, -465, 794)
(-130, -132, 137)
(-608, 420, 945)
(-820, -879, -221)
(658, -674, -502)
(722, -593, -627)
(608, 753, -406)
(-915, -710, 842)
(-864, -827, -217)
(602, 737, -416)
(373, -555, 801)
(-881, -819, 944)
(-484, 448, -289)
(729, -578, -418)
(-500, 395, 994)
(-520, 395, -429)
(328, 615, 724)
(496, 786, -508)

Scanner Beacons posY, 2:
(-277, 253, -476)
(405, 683, 616)
(15, 13, 137)
(612, 662, 560)
(-692, -800, 888)
(-806, -891, -368)
(666, -613, 742)
(705, -511, 704)
(-470, 382, 980)
(61, -178, 47)
(-417, 374, 855)
(-629, -925, -311)
(849, -720, -592)
(913, -639, -717)
(799, 707, -496)
(-724, -756, 752)
(-673, -873, -307)
(793, 691, -506)
(564, -601, 711)
(-690, -865, 854)
(-293, 402, -379)
(920, -624, -508)
(-309, 349, 904)
(-329, 349, -519)
(519, 569, 634)
(687, 740, -598)

Scanner Beacons posY, 2:
(-857, 607, -902)
(-565, 367, -289)
(86, -259, 316)
(125, -157, 278)
(-519, 176, -379)
(-997, 728, 429)
(-16, -247, 285)
(-873, 756, -805)
(340, -270, -934)
(-889, 703, 478)
(-909, 703, -945)
(-61, 923, 208)

Scanner Beacons posY, 2:
(-693, 490, -284)
(-11, 920, 808)
(-401, 250, 329)
(196, 899, 752)
(250, -376, 934)
(289, -274, 896)
(-355, 59, 239)
(433, -483, -400)
(497, -402, -525)
(383, 944, -304)
(377, 928, -314)
(148, -364, 903)
(-709, 639, -187)
(504, -387, -316)
(-745, 586, -327)
(103, 806, 826)
(271, 977, -406)

Scanner Beacons posY, 2:
(-795, 451, -322)
(-113, 881, 770)
(-503, 211, 291)
(94, 860, 714)
(148, -415, 896)
(187, -313, 858)
(-457, 20, 201)
(331, -522, -438)
(395, -441, -563)
(281, 905, -342)
(275, 889, -352)
(46, -403, 865)
(-811, 600, -225)
(402, -426, -354)
(-847, 547, -365)
(1, 767, 788)
(169, 938, -444)

Scanner Beacons posY, 2:
(-705, 592, -315)
(-413, 352, 298)
(238, -274, 903)
(277, -172, 865)
(-367, 161, 208)
(421, -381, -431)
(485, -300, -556)
(136, -262, 872)
(-721, 741, -218)
(492, -285, -347)
(-757, 688, -358)
(91, 908, 795)

Scanner Beacons posY, 2:
(-153, -48, -204)
(529, 382, 888)
(139, -288, 409)
(736, 361, 832)
(829, -812, 976)
(185, -479, 319)
(923, 406, -224)
(917, 390, -234)
(688, -902, 983)
(-169, 101, -107)
(-205, 48, -247)
(643, 268, 906)
(811, 439, -326)

Scanner Beacons posY, 2:
(-302, 850, -497)
(-10, 610, 116)
(-717, -203, 867)
(-831, -294, -389)
(641, -16, 721)
(680, 86, 683)
(-495, 979, 959)
(36, 419, 26)
(-442, 971, 834)
(-654, -328, -332)
(824, -123, -613)
(888, -42, -738)
(-749, -159, 731)
(-698, -276, -328)
(539, -4, 690)
(-715, -268, 833)
(-318, 999, -400)
(895, -27, -529)
(-334, 946, 883)
(-354, 946, -540)

Scanner Beacons posY, 2:
(-281, 643, -553)
(11, 403, 60)
(-696, -410, 811)
(-810, -501, -445)
(662, -223, 665)
(701, -121, 627)
(-474, 772, 903)
(57, 212, -30)
(-421, 764, 778)
(-633, -535, -388)
(845, -330, -669)
(909, -249, -794)
(-728, -366, 675)
(-677, -483, -384)
(560, -211, 634)
(-694, -475, 777)
(-297, 792, -456)
(916, -234, -585)
(-313, 739, 827)
(-333, 739, -596)
(515, 959, 557)

Scanner Beacons posY, 2:
(356, 886, -517)
(-34, 216, -996)
(563, 865, -573)
(-741, -597, -245)
(617, -410, -391)
(656, -308, -429)
(-519, 585, -153)
(-466, 577, -278)
(-773, -553, -381)
(515, -398, -422)
(-739, -662, -279)
(-358, 552, -229)
(470, 772, -499)

Scanner Beacons posY, 2:
(372, 892, -527)
(579, 871, -583)
(-725, -591, -255)
(633, -404, -401)
(672, -302, -439)
(-503, 591, -163)
(-450, 583, -288)
(-757, -547, -391)
(531, -392, -432)
(-723, -656, -289)
(-342, 558, -239)
(486, 778, -509)

Scanner Beacons posY, 2:
(-188, 736, -479)
(104, 496, 134)
(-603, -317, 885)
(-717, -408, -371)
(755, -130, 739)
(794, -28, 701)
(-381, 865, 977)
(150, 305, 44)
(-328, 857, 852)
(-540, -442, -314)
(938, -237, -595)
(-635, -273, 749)
(-584, -390, -310)
(653, -118, 708)
(-601, -382, 851)
(-204, 885, -382)
(-220, 832, 901)
(-240, 832, -522)

Scanner Beacons posY, 2:
(323, 998, -619)
(530, 977, -675)
(-774, -485, -347)
(584, -298, -493)
(623, -196, -531)
(-552, 697, -255)
(-499, 689, -380)
(-806, -441, -483)
(482, -286, -524)
(-772, -550, -381)
(-391, 664, -331)
(437, 884, -601)

Scanner Beacons posY, 2:
(-851, 524, 862)
(-644, 503, 806)
(-590, -772, 988)
(-551, -670, 950)
(-407, -879, -346)
(-343, -798, -471)
(-457, 548, -250)
(-463, 532, -260)
(-692, -760, 957)
(-336, -783, -262)
(-737, 410, 880)
(-569, 581, -352)

Scanner Beacons posY, 2:
(-389, 623, -122)
(-97, 383, 491)
(-918, -521, -14)
(-51, 192, 401)
(-741, -555, 43)
(737, -350, -238)
(801, -269, -363)
(-785, -503, 47)
(-405, 772, -25)
(808, -254, -154)
(-441, 719, -165)
(407, 939, 988)

Scanner Beacons posY, 2:
(-355, 446, -65)
(-63, 206, 548)
(534, 855, 971)
(-884, -698, 43)
(-17, 15, 458)
(-707, -732, 100)
(771, -527, -181)
(835, -446, -306)
(721, 900, -85)
(-751, -680, 104)
(715, 884, -95)
(-371, 595, 32)
(842, -431, -97)
(-407, 542, -108)
(609, 933, -187)

Scanner Beacons posY, 2:
(-407, 490, -61)
(-115, 250, 552)
(482, 899, 975)
(-936, -654, 47)
(-69, 59, 462)
(-759, -688, 104)
(719, -483, -177)
(783, -402, -302)
(669, 944, -81)
(-803, -636, 108)
(663, 928, -91)
(-423, 639, 36)
(790, -387, -93)
(-459, 586, -104)
(557, 977, -183)

Scanner Beacons posY, 2:
(-947, 576, 819)
(-740, 555, 763)
(-686, -720, 945)
(-647, -618, 907)
(-503, -827, -389)
(-439, -746, -514)
(-553, 600, -293)
(-559, 584, -303)
(-788, -708, 914)
(-432, -731, -305)
(-833, 462, 837)
(-665, 633, -395)

Scanner Beacons posY, 2:
(-523, 155, -60)
(-231, -85, 553)
(366, 564, 976)
(-185, -276, 463)
(603, -818, -176)
(667, -737, -301)
(553, 609, -80)
(-919, -971, 109)
(547, 593, -90)
(-539, 304, 37)
(674, -722, -92)
(-575, 251, -103)
(441, 642, -182)

Scanner Beacons posY, 2:
(-507, 161, -70)
(-215, -79, 543)
(382, 570, 966)
(-169, -270, 453)
(619, -812, -186)
(683, -731, -311)
(569, 615, -90)
(-903, -965, 99)
(563, 599, -100)
(-523, 310, 27)
(690, -716, -102)
(-559, 257, -113)
(457, 648, -192)

Scanner Beacons posY, 2:
(-556, 267, -162)
(126, 697, 930)
(-264, 27, 451)
(333, 676, 874)
(-218, -164, 361)
(-908, -911, 3)
(570, -706, -278)
(634, -625, -403)
(520, 721, -182)
(-952, -859, 7)
(514, 705, -192)
(-572, 416, -65)
(641, -610, -194)
(-608, 363, -205)
(240, 583, 948)
(408, 754, -284)

Scanner Beacons posY, 2:
(-435, 272, -191)
(247, 702, 901)
(-143, 32, 422)
(454, 681, 845)
(-964, -872, -83)
(547, -492, 989)
(-97, -159, 332)
(-787, -906, -26)
(691, -701, -307)
(755, -620, -432)
(641, 726, -211)
(-831, -854, -22)
(635, 710, -221)
(406, -582, 996)
(-451, 421, -94)
(762, -605, -223)
(-487, 368, -234)
(361, 588, 919)
(529, 759, -313)

Scanner Beacons posY, 2:
(-516, 208, -316)
(166, 638, 776)
(-224, -32, 297)
(373, 617, 720)
(427, -658, 902)
(466, -556, 864)
(-178, -223, 207)
(-868, -970, -151)
(610, -765, -432)
(674, -684, -557)
(560, 662, -336)
(-963, -801, 912)
(-912, -918, -147)
(554, 646, -346)
(325, -646, 871)
(-532, 357, -219)
(681, -669, -348)
(-568, 304, -359)
(280, 524, 794)
(448, 695, -438)

Scanner Beacons posY, 2:
(-531, 201, -107)
(151, 631, 985)
(-239, -39, 506)
(358, 610, 929)
(-193, -230, 416)
(-883, -977, 58)
(595, -772, -223)
(659, -691, -348)
(545, 655, -127)
(-927, -925, 62)
(539, 639, -137)
(-547, 350, -10)
(666, -676, -139)
(-583, 297, -150)
(433, 688, -229)

Scanner Beacons posY, 2:
(-166, 532, -139)
(516, 962, 953)
(126, 292, 474)
(723, 941, 897)
(-695, -612, -31)
(172, 101, 384)
(-518, -646, 26)
(960, -441, -255)
(910, 986, -159)
(-562, -594, 30)
(904, 970, -169)
(-182, 681, -42)
(-218, 628, -182)
(630, 848, 971)

Scanner Beacons posY, 2:
(217, 406, -782)
(-490, -407, -31)
(868, -220, -177)
(907, -118, -215)
(-268, 775, 61)
(263, 215, -872)
(-215, 767, -64)
(-522, -363, -167)
(766, -208, -208)
(-488, -472, -65)
(-107, 742, -15)
(721, 962, -285)

Scanner Beacons posY, 2:
(-788, -221, -980)
(-106, 209, 112)
(-496, -461, -367)
(101, 188, 56)
(194, -985, 200)
(-981, -92, 476)
(-450, -652, -457)
(-928, -100, 351)
(288, 233, -1000)
(-804, -72, -883)
(-820, -125, 400)
(8, 95, 130)

Scanner Beacons posY, 2:
(641, 899, -246)
(251, 229, -725)
(848, 878, -302)
(-456, -584, 26)
(902, -397, -120)
(941, -295, -158)
(-234, 598, 118)
(297, 38, -815)
(-181, 590, -7)
(-488, -540, -110)
(800, -385, -151)
(-454, -649, -8)
(-73, 565, 42)
(755, 785, -228)

Scanner Beacons posY, 2:
(-210, 564, -275)
(472, 994, 817)
(82, 324, 338)
(679, 973, 761)
(-739, -580, -167)
(733, -302, 943)
(772, -200, 905)
(128, 133, 248)
(-562, -614, -110)
(916, -409, -391)
(980, -328, -516)
(-657, -445, 953)
(-606, -562, -106)
(631, -290, 912)
(-226, 713, -178)
(987, -313, -307)
(-262, 660, -318)
(586, 880, 835)

Scanner Beacons posY, 2:
(589, 943, -242)
(199, 273, -721)
(796, 922, -298)
(-508, -540, 30)
(850, -353, -116)
(889, -251, -154)
(-286, 642, 122)
(245, 82, -811)
(-233, 634, -3)
(-540, -496, -106)
(748, -341, -147)
(-506, -605, -4)
(-125, 609, 46)
(703, 829, -224)

Scanner Beacons posY, 2:
(-101, 530, -173)
(581, 960, 919)
(191, 290, 440)
(788, 939, 863)
(-630, -614, -65)
(237, 99, 350)
(-453, -648, -8)
(975, 984, -193)
(-497, -596, -4)
(969, 968, -203)
(-117, 679, -76)
(-153, 626, -216)
(695, 846, 937)

Scanner Beacons posY, 2:
(-152, 442, 47)
(140, 202, 660)
(-681, -702, 155)
(186, 11, 570)
(-504, -736, 212)
(974, -531, -69)
(924, 896, 27)
(-548, -684, 216)
(918, 880, 17)
(-168, 591, 144)
(-204, 538, 4)
(812, 929, -75)

Scanner Beacons posY, 2:
(621, 986, -117)
(231, 316, -596)
(828, 965, -173)
(-476, -497, 155)
(882, -310, 9)
(921, -208, -29)
(-254, 685, 247)
(277, 125, -686)
(-201, 677, 122)
(-508, -453, 19)
(780, -298, -22)
(-474, -562, 121)
(-93, 652, 171)
(735, 872, -99)

Scanner Beacons posY, 2:
(-774, -311, -794)
(-92, 119, 298)
(-482, -551, -181)
(115, 98, 242)
(-967, -182, 662)
(-436, -742, -271)
(-914, -190, 537)
(302, 143, -814)
(296, 127, -824)
(-790, -162, -697)
(-806, -215, 586)
(-826, -215, -837)
(22, 5, 316)
(190, 176, -916)

Scanner Beacons posY, 2:
(655, 809, -60)
(265, 139, -539)
(862, 788, -116)
(-442, -674, 212)
(916, -487, 66)
(955, -385, 28)
(-220, 508, 304)
(311, -52, -629)
(-167, 500, 179)
(-379, -799, -987)
(-474, -630, 76)
(-423, -747, -983)
(814, -475, 35)
(-440, -739, 178)
(-59, 475, 228)
(769, 695, -42)

Scanner Beacons posY, 2:
(-196, 474, -89)
(96, 234, 524)
(693, 883, 947)
(-725, -670, 19)
(142, 43, 434)
(-548, -704, 76)
(930, -499, -205)
(994, -418, -330)
(880, 928, -109)
(-592, -652, 80)
(874, 912, -119)
(-212, 623, 8)
(-248, 570, -132)
(768, 961, -211)

Scanner Beacons posY, 2:
(603, 853, -56)
(213, 183, -535)
(810, 832, -112)
(-494, -630, 216)
(864, -443, 70)
(903, -341, 32)
(-272, 552, 308)
(259, -8, -625)
(-219, 544, 183)
(-431, -755, -983)
(-526, -586, 80)
(-475, -703, -979)
(762, -431, 39)
(-492, -695, 182)
(-111, 519, 232)
(717, 739, -38)

Scanner Beacons posY, 2:
(-732, 170, -67)
(-440, -70, 546)
(157, 579, 969)
(-394, -261, 456)
(394, -803, -183)
(458, -722, -308)
(344, 624, -87)
(338, 608, -97)
(-748, 319, 30)
(465, -707, -99)
(-784, 266, -110)
(232, 657, -189)

Scanner Beacons posY, 2:
(-716, 176, -77)
(-424, -64, 536)
(173, 585, 959)
(-378, -255, 446)
(410, -797, -193)
(474, -716, -318)
(360, 630, -97)
(354, 614, -107)
(-732, 325, 20)
(481, -701, -109)
(-768, 272, -120)
(248, 663, -199)

Scanner Beacons posY, 2:
(-765, 282, -169)
(-83, 712, 923)
(-473, 42, 444)
(124, 691, 867)
(-427, -149, 354)
(361, -691, -285)
(425, -610, -410)
(311, 736, -189)
(305, 720, -199)
(-781, 431, -72)
(432, -595, -201)
(-817, 378, -212)
(31, 598, 941)
(199, 769, -291)

Scanner Beacons posY, 3:
(-734, 527, 625)
(358, 957, -57)
(-121, 287, 333)
(302, 936, -264)
(484, -339, -318)
(446, -237, -357)
(722, 656, 818)
(-211, 96, 287)
(597, 648, 765)
(-569, -651, 977)
(-850, -446, -501)
(-975, -365, -565)
(-754, 981, -451)
(-764, 965, -445)
(453, -327, -216)
(-637, 676, 641)
(-766, -350, -572)
(646, 623, 657)
(-777, 623, 677)
(376, 843, -171)

Scanner Beacons posY, 3:
(-836, 488, 587)
(256, 918, -95)
(-223, 248, 295)
(200, 897, -302)
(382, -378, -356)
(344, -276, -395)
(620, 617, 780)
(-313, 57, 249)
(495, 609, 727)
(-671, -690, 939)
(-952, -485, -539)
(-856, 942, -489)
(-667, -638, 983)
(-866, 926, -483)
(351, -366, -254)
(-739, 637, 603)
(-868, -389, -610)
(544, 584, 619)
(-879, 584, 639)
(274, 804, -209)
(-958, 975, -377)

Scanner Beacons posY, 3:
(-627, 344, -709)
(737, -709, -294)
(-519, -800, -180)
(829, 473, -516)
(704, 465, -569)
(-462, -834, -357)
(601, -665, -262)
(-458, -782, -313)
(703, -774, -296)
(-530, 493, -693)
(753, 440, -677)
(-670, 440, -657)

Scanner Beacons posY, 3:
(-708, 280, -834)
(656, -773, -419)
(-600, -864, -305)
(748, 409, -641)
(623, 401, -694)
(-543, -898, -482)
(520, -729, -387)
(-539, -846, -438)
(622, -838, -421)
(-611, 429, -818)
(672, 376, -802)
(-751, 376, -782)

Scanner Beacons posY, 3:
(-746, 629, 594)
(-133, 389, 302)
(472, -237, -349)
(434, -135, -388)
(710, 758, 787)
(-223, 198, 256)
(585, 750, 734)
(-581, -549, 946)
(-862, -344, -532)
(-987, -263, -596)
(-577, -497, 990)
(441, -225, -247)
(-649, 778, 610)
(-778, -248, -603)
(634, 725, 626)
(-789, 725, 646)
(364, 945, -202)

Scanner Beacons posY, 3:
(-723, 273, -625)
(-110, 33, -917)
(641, -780, -210)
(-615, -871, -96)
(733, 402, -432)
(-200, -158, -963)
(608, 394, -485)
(-558, -905, -273)
(505, -736, -178)
(-554, -853, -229)
(607, -845, -212)
(-626, 422, -609)
(657, 369, -593)
(-766, 369, -573)

Scanner Beacons posY, 3:
(-469, 363, 560)
(623, 793, -122)
(144, 123, 268)
(567, 772, -329)
(895, -690, 975)
(749, -503, -383)
(711, -401, -422)
(987, 492, 753)
(54, -68, 222)
(862, 484, 700)
(-304, -815, 912)
(-585, -610, -566)
(-710, -529, -630)
(-489, 817, -516)
(-300, -763, 956)
(-499, 801, -510)
(718, -491, -281)
(861, -755, 973)
(-372, 512, 576)
(-501, -514, -637)
(911, 459, 592)
(-512, 459, 612)
(641, 679, -236)
(-591, 850, -404)

Scanner Beacons posY, 3:
(-550, 299, 435)
(542, 729, -247)
(63, 59, 143)
(486, 708, -454)
(814, -754, 850)
(-442, -845, 964)
(668, -567, -508)
(630, -465, -547)
(906, 428, 628)
(-27, -132, 97)
(781, 420, 575)
(-385, -879, 787)
(-666, -674, -691)
(-791, -593, -755)
(-570, 753, -641)
(678, -710, 882)
(-381, -827, 831)
(-580, 737, -635)
(637, -555, -406)
(780, -819, 848)
(-453, 448, 451)
(-582, -578, -762)
(830, 395, 467)
(-593, 395, 487)
(560, 615, -361)
(-672, 786, -529)

Scanner Beacons posY, 3:
(-565, 292, 644)
(527, 722, -38)
(48, 52, 352)
(471, 701, -245)
(653, -574, -299)
(615, -472, -338)
(891, 421, 837)
(-42, -139, 306)
(766, 413, 784)
(-400, -886, 996)
(-681, -681, -482)
(-806, -600, -546)
(-585, 746, -432)
(-595, 730, -426)
(622, -562, -197)
(-468, 441, 660)
(-597, -585, -553)
(815, 388, 676)
(-608, 388, 696)
(545, 608, -152)
(-687, 779, -320)

Scanner Beacons posY, 3:
(17, 299, -495)
(-462, -371, -105)
(-39, 278, -702)
(143, -997, -756)
(105, -895, -795)
(381, -2, 380)
(-552, -562, -151)
(256, -10, 327)
(112, -985, -654)
(-978, 18, 203)
(305, -35, 219)
(35, 185, -609)

Scanner Beacons posY, 3:
(-262, 576, 938)
(351, 336, 646)
(774, 985, 49)
(956, -290, -5)
(918, -188, -44)
(261, 145, 600)
(-378, -397, -188)
(-503, -316, -252)
(925, -278, 97)
(-165, 725, 954)
(-294, -301, -259)
(-305, 672, 990)
(848, 892, 142)

Scanner Beacons posY, 3:
(-551, -821, 754)
(541, -391, 72)
(485, -412, -135)
(905, -692, 947)
(780, -700, 894)
(-571, -367, -322)
(-581, -383, -316)
(-454, -672, 770)
(829, -725, 786)
(-594, -725, 806)
(559, -505, -42)
(-673, -334, -210)

Scanner Beacons posY, 3:
(-884, -177, 97)
(208, 253, -585)
(-271, -417, -195)
(152, 232, -792)
(296, -941, -885)
(572, -48, 290)
(-361, -608, -241)
(447, -56, 237)
(-904, 277, -979)
(-914, 261, -973)
(-787, -28, 113)
(496, -81, 129)
(-927, -81, 149)
(226, 139, -699)

Scanner Beacons posY, 3:
(-306, 608, 802)
(307, 368, 510)
(912, -258, -141)
(874, -156, -180)
(217, 177, 464)
(-422, -365, -324)
(-547, -284, -388)
(881, -246, -39)
(-209, 757, 818)
(-338, -269, -395)
(-349, 704, 854)
(804, 924, 6)

Scanner Beacons posY, 3:
(-461, -680, 761)
(631, -250, 79)
(152, -920, 469)
(575, -271, -128)
(995, -551, 954)
(870, -559, 901)
(-481, -226, -315)
(-491, -242, -309)
(-364, -531, 777)
(919, -584, 793)
(-504, -584, 813)
(649, -364, -35)
(-583, -193, -203)

Scanner Beacons posY, 3:
(-197, 574, 904)
(416, 334, 612)
(839, 983, 15)
(983, -190, -78)
(326, 143, 566)
(-313, -399, -222)
(-438, -318, -286)
(990, -280, 63)
(-100, 723, 920)
(-229, -303, -293)
(-240, 670, 956)
(913, 890, 108)

Scanner Beacons posY, 3:
(-461, 816, 202)
(152, 576, -90)
(903, -237, 617)
(-353, -328, 731)
(757, -50, -741)
(719, 52, -780)
(995, 945, 395)
(62, 385, -136)
(870, 937, 342)
(-296, -362, 554)
(-577, -157, -924)
(-702, -76, -988)
(767, -193, 649)
(-292, -310, 598)
(726, -38, -639)
(869, -302, 615)
(-364, 965, 218)
(-493, -61, -995)
(919, 912, 234)
(-504, 912, 254)

Scanner Beacons posY, 3:
(-440, 609, 146)
(173, 369, -146)
(924, -444, 561)
(-332, -535, 675)
(778, -257, -797)
(740, -155, -836)
(83, 178, -192)
(891, 730, 286)
(-275, -569, 498)
(-556, -364, -980)
(788, -400, 593)
(-271, -517, 542)
(747, -245, -695)
(890, -509, 559)
(-343, 758, 162)
(940, 705, 178)
(-483, 705, 198)
(670, 925, -650)

Scanner Beacons posY, 3:
(-485, 422, -910)
(879, -631, -495)
(-377, -722, -381)
(971, 551, -717)
(846, 543, -770)
(-320, -756, -558)
(743, -587, -463)
(-316, -704, -514)
(845, -696, -497)
(-388, 571, -894)
(895, 518, -878)
(-528, 518, -858)

Scanner Beacons posY, 3:
(-469, 428, -920)
(895, -625, -505)
(-361, -716, -391)
(987, 557, -727)
(862, 549, -780)
(-304, -750, -568)
(759, -581, -473)
(-300, -698, -524)
(861, -690, -507)
(-372, 577, -904)
(911, 524, -888)
(-512, 524, -868)

Scanner Beacons posY, 3:
(-347, 702, 220)
(266, 462, -72)
(-239, -442, 749)
(871, -164, -723)
(833, -62, -762)
(176, 271, -118)
(984, 823, 360)
(-182, -476, 572)
(-463, -271, -906)
(-588, -190, -970)
(881, -307, 667)
(-178, -424, 616)
(840, -152, -621)
(983, -416, 633)
(-250, 851, 236)
(-379, -175, -977)
(-390, 798, 272)

Scanner Beacons posY, 3:
(-424, 627, 791)
(189, 387, 499)
(794, -239, -152)
(756, -137, -191)
(99, 196, 453)
(907, 748, 931)
(-540, -346, -335)
(-665, -265, -399)
(763, -227, -50)
(-327, 776, 807)
(-456, -250, -406)
(956, 723, 823)
(-467, 723, 843)
(686, 943, -5)

Scanner Beacons posY, 3:
(-390, 450, 848)
(702, 880, 166)
(223, 210, 556)
(646, 859, -41)
(828, -416, -95)
(790, -314, -134)
(133, 19, 510)
(941, 571, 988)
(-506, -523, -278)
(-631, -442, -342)
(-410, 904, -228)
(-420, 888, -222)
(797, -404, 7)
(-293, 599, 864)
(-422, -427, -349)
(990, 546, 880)
(-433, 546, 900)
(720, 766, 52)
(-512, 937, -116)

Scanner Beacons posY, 3:
(-442, 494, 852)
(650, 924, 170)
(171, 254, 560)
(594, 903, -37)
(776, -372, -91)
(738, -270, -130)
(81, 63, 514)
(889, 615, 992)
(-558, -479, -274)
(-683, -398, -338)
(-462, 948, -224)
(-472, 932, -218)
(745, -360, 11)
(-345, 643, 868)
(-474, -383, -345)
(938, 590, 884)
(-485, 590, 904)
(668, 810, 56)
(-564, 981, -112)

Scanner Beacons posY, 3:
(-810, 591, -123)
(-197, 351, -415)
(554, -462, 292)
(-702, -553, 406)
(646, 720, 70)
(-287, 160, -461)
(521, 712, 17)
(-645, -587, 229)
(418, -418, 324)
(-641, -535, 273)
(377, -263, -964)
(520, -527, 290)
(-713, 740, -107)
(570, 687, -91)
(-853, 687, -71)
(300, 907, -919)

Scanner Beacons posY, 3:
(-570, 299, 490)
(522, 729, -192)
(43, 59, 198)
(466, 708, -399)
(794, -754, 905)
(648, -567, -453)
(610, -465, -492)
(886, 428, 683)
(-47, -132, 152)
(761, 420, 630)
(-405, -879, 842)
(-686, -674, -636)
(-811, -593, -700)
(-590, 753, -586)
(658, -710, 937)
(-401, -827, 886)
(-600, 737, -580)
(617, -555, -351)
(760, -819, 903)
(-473, 448, 506)
(-602, -578, -707)
(810, 395, 522)
(-613, 395, 542)
(540, 615, -306)
(-692, 786, -474)

Scanner Beacons posY, 3:
(-379, 253, 400)
(713, 683, -282)
(234, 13, 108)
(657, 662, -489)
(985, -800, 815)
(-271, -891, 929)
(839, -613, -543)
(801, -511, -582)
(144, -178, 62)
(952, 374, 540)
(-214, -925, 752)
(-495, -720, -726)
(-620, -639, -790)
(-399, 707, -676)
(849, -756, 847)
(-210, -873, 796)
(-409, 691, -670)
(808, -601, -441)
(951, -865, 813)
(-282, 402, 416)
(-411, -624, -797)
(-422, 349, 452)
(731, 569, -396)
(-501, 740, -564)

Scanner Beacons posY, 3:
(-959, 607, -26)
(-346, 367, -318)
(405, -446, 389)
(-851, -537, 503)
(259, -259, -969)
(497, 736, 167)
(-436, 176, -364)
(372, 728, 114)
(-794, -571, 326)
(269, -402, 421)
(-790, -519, 370)
(228, -247, -867)
(371, -511, 387)
(-862, 756, -10)
(421, 703, 6)
(151, 923, -822)

Scanner Beacons posY, 3:
(-906, 643, -166)
(-293, 403, -458)
(458, -410, 249)
(-798, -501, 363)
(550, 772, 27)
(-383, 212, -504)
(425, 764, -26)
(-741, -535, 186)
(322, -366, 281)
(-737, -483, 230)
(424, -475, 247)
(-809, 792, -150)
(474, 739, -134)
(-949, 739, -114)
(204, 959, -962)

Scanner Beacons posY, 3:
(-795, 490, 592)
(297, 920, -90)
(-182, 250, 300)
(241, 899, -297)
(423, -376, -351)
(385, -274, -390)
(661, 619, 785)
(-272, 59, 254)
(536, 611, 732)
(-630, -688, 944)
(-911, -483, -534)
(-815, 944, -484)
(-626, -636, 988)
(-825, 928, -478)
(392, -364, -249)
(-698, 639, 608)
(-827, -387, -605)
(585, 586, 624)
(-838, 586, 644)
(315, 806, -204)
(-917, 977, -372)

Scanner Beacons posY, 3:
(-897, 451, 554)
(195, 881, -128)
(-284, 211, 262)
(139, 860, -335)
(467, -602, 969)
